0.000000000000000000e+00,0.000000000000000000e+00,-6.333333333333333037e-01,-1.099999999999999867e+00,-1.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,-1.568000000000000700e-06,-6.333333333333333037e-01,-1.099999999999999867e+00,-1.399999999999999911e+00,-7.840000000000003216e-03,1.776356839400250502e-18,-6.661338147750939381e-19,1.110223024625156564e-18
4.000000000000000192e-04,-4.703996312064002178e-06,-6.333333333370212426e-01,-1.099999999999999867e+00,-1.399999999999999911e+00,-1.567998156032000823e-02,-1.843967999626272743e-08,-1.332267629550187876e-18,2.220446049250313127e-18
6.000000000000000559e-04,-9.407981560337353306e-06,-6.333333333517729979e-01,-1.099999999999999867e+00,-1.399999999999999911e+00,-2.351992624136674953e-02,-7.375858988334372464e-08,-4.337219472461129428e-14,3.330669073875469498e-18
8.000000000000000383e-04,-1.567994468108144495e-05,-6.333333333886521643e-01,-1.099999999999999867e+00,-1.399999999999999911e+00,-3.135981560372045479e-02,-1.843960193292915178e-07,-2.602238424742608824e-13,4.440892098500626254e-18
1.000000000000000021e-03,-2.351987092272575909e-05,-6.333333334624103861e-01,-1.100000000000000089e+00,-1.399999999999999911e+00,-3.919963120822155672e-02,-3.687908676779372493e-07,-9.107743448311111756e-13,5.551115123125783010e-18
1.200000000000000112e-03,-3.292774184593725119e-05,-6.333333335914866913e-01,-1.100000000000000533e+00,-1.399999999999999911e+00,-4.703935461605745355e-02,-6.453815138369734337e-07,-2.428716561198030045e-12,4.218847493575595519e-18
1.399999999999999986e-03,-4.390353532370709822e-05,-6.333333337980078248e-01,-1.100000000000001643e+00,-1.399999999999999911e+00,-5.487896738884923131e-02,-1.032605686183796357e-06,-5.464585450809522691e-12,-2.442490654175344247e-18
1.600000000000000077e-03,-5.644722554145477871e-05,-6.333333341077879153e-01,-1.100000000000003864e+00,-1.399999999999999911e+00,-6.271845108873840002e-02,-1.548900332464686767e-06,-1.092911672273544395e-11,-2.220446049250313204e-17
1.800000000000000168e-03,-7.055878299714951011e-05,-6.333333345503282530e-01,-1.100000000000007860e+00,-1.399999999999999911e+00,-7.055778727847361598e-02,-2.212701489704649471e-06,-2.003660970473220053e-11,-6.794564910705959132e-17
2.000000000000000042e-03,-8.623817450144899963e-05,-6.333333351588170679e-01,-1.100000000000014744e+00,-1.399999999999999911e+00,-7.839695752149743180e-02,-3.042444154121692964e-06,-3.434828288462199225e-11,-1.607602939657226866e-16
2.200000000000000133e-03,-1.034853631778556032e-04,-6.333333359701295295e-01,-1.100000000000025846e+00,-1.399999999999999911e+00,-8.623594338203298404e-02,-4.056562151054432743e-06,-5.581562279033391715e-11,-3.343991750170972005e-16
2.400000000000000223e-03,-1.223003084628897436e-04,-6.333333370248270811e-01,-1.100000000000043165e+00,-1.399999999999999911e+00,-9.407472642517074324e-02,-5.273488004882143833e-06,-8.682373620061412546e-11,-6.386002837643901162e-16
2.600000000000000314e-03,-1.426829661062807911e-04,-6.333333383671576611e-01,-1.100000000000069145e+00,-1.399999999999999911e+00,-1.019132882169551946e-01,-6.711652808979896376e-06,-1.302346852583013980e-10,-1.146638339832861806e-15
2.799999999999999972e-03,-1.646332881711750945e-04,-6.333333400450549266e-01,-1.100000000000107114e+00,-1.399999999999999911e+00,-1.097516103244715602e-01,-8.389486095653709489e-06,-1.894308310212977620e-10,-1.960209772278176650e-15
3.000000000000000062e-03,-1.881512230343616041e-04,-6.333333421101380312e-01,-1.100000000000160849e+00,-1.399999999999999911e+00,-1.175896743159325214e-01,-1.032541570611345019e-05,-2.683581554752123595e-10,-3.220312905227729481e-15
3.200000000000000153e-03,-2.132367153865145698e-04,-6.333333446177115134e-01,-1.100000000000235234e+00,-1.399999999999999911e+00,-1.254274617607648579e-01,-1.253786766044262623e-05,-3.715695933159679564e-10,-5.112354983793921039e-15
3.400000000000000244e-03,-2.398897062324538041e-04,-6.333333476267647422e-01,-1.100000000000336042e+00,-1.399999999999999911e+00,-1.332649542296961975e-01,-1.504526602757883042e-05,-5.042683461908836836e-10,-7.879030761159811327e-15
3.600000000000000335e-03,-2.681101328914221567e-04,-6.333333511999712506e-01,-1.100000000000470601e+00,-1.399999999999999911e+00,-1.411021332948416696e-01,-1.786603279531684472e-05,-6.723511940531779564e-10,-1.183120268422044347e-14
3.799999999999999992e-03,-2.978979289973802545e-04,-6.333333554036888469e-01,-1.100000000000647127e+00,-1.399999999999999911e+00,-1.489389805297905434e-01,-2.101858774032949647e-05,-8.824517852001890594e-10,-1.736588650658177428e-14
4.000000000000000083e-03,-3.292530244993188606e-04,-6.333333603079585039e-01,-1.100000000000875611e+00,-1.399999999999999911e+00,-1.567754775096929232e-01,-2.452134829818630726e-05,-1.141983943409030709e-09,-2.497646534038722363e-14
4.200000000000000608e-03,-3.621753456615881190e-04,-6.333333659865043597e-01,-1.100000000001167377e+00,-1.399999999999999911e+00,-1.646116058113464009e-01,-2.839272943340942482e-05,-1.459184939101021562e-09,-3.527400593839047663e-14
4.400000000000000265e-03,-3.966648150642446352e-04,-6.333333725167330508e-01,-1.100000000001535971e+00,-1.399999999999999911e+00,-1.724473470132827091e-01,-3.265114350953490639e-05,-1.843158771608344313e-09,-4.900280181630023910e-14
4.599999999999999922e-03,-4.327213516034154970e-04,-6.333333799797330466e-01,-1.100000000001996714e+00,-1.399999999999999911e+00,-1.802826826958543460e-01,-3.731500015919175599e-05,-2.303919424351264025e-09,-6.706613042695154106e-14
4.800000000000000447e-03,-4.703448704916797507e-04,-6.333333884602743158e-01,-1.100000000002567146e+00,-1.399999999999999911e+00,-1.881175944413211454e-01,-4.240270615420715532e-05,-2.852434120237390489e-09,-9.054779148698345407e-14
5.000000000000000104e-03,-5.095352832584671169e-04,-6.333333980468073277e-01,-1.100000000003267253e+00,-1.399999999999999911e+00,-1.959520638339369847e-01,-4.793266527572592132e-05,-3.500666564848486951e-09,-1.207378641510104232e-13
5.200000000000000629e-03,-5.502924977504743782e-04,-6.333334088314629406e-01,-1.100000000004119682e+00,-1.399999999999999911e+00,-2.037860724600363271e-01,-5.392327818435926109e-05,-4.261620170975532711e-09,-1.591611287210526172e-13
5.400000000000000286e-03,-5.926164181320985177e-04,-6.333334209100514034e-01,-1.100000000005149525e+00,-1.399999999999999911e+00,-2.116196019081207913e-01,-6.039294229034374863e-05,-5.149381278268805040e-09,-2.076090410696451852e-13
5.599999999999999943e-03,-6.365069448858876391e-04,-6.333334343820616885e-01,-1.100000000006385426e+00,-1.399999999999999911e+00,-2.194526337689457762e-01,-6.736005162372648517e-05,-6.179162364006174423e-09,-2.681677102600588175e-13
5.800000000000000468e-03,-6.819639748130090166e-04,-6.333334493506610485e-01,-1.100000000007858914e+00,-1.399999999999999911e+00,-2.272851496356069756e-01,-7.484299670458582129e-05,-7.367345222109023123e-09,-3.432607531550502479e-13
6.000000000000000125e-03,-7.289874010337343835e-04,-6.333334659226939056e-01,-1.100000000009605294e+00,-1.399999999999999911e+00,-2.351171311036269473e-01,-8.286016441325916022e-05,-8.731524152372216410e-09,-4.356819349737861937e-13
6.200000000000000649e-03,-7.775771129879426773e-04,-6.333334842086815186e-01,-1.100000000011663426e+00,-1.399999999999999911e+00,-2.429485597710416833e-01,-9.142993786061292313e-05,-1.029054911438897997e-08,-5.486404663912480763e-13
6.400000000000000307e-03,-8.277329964356401311e-04,-6.333335043228207617e-01,-1.100000000014076385e+00,-1.400000000000000133e+00,-2.507794172384870679e-01,-1.005706962583232614e-04,-1.206456888325213607e-08,-6.858027479239581516e-13
6.599999999999999964e-03,-8.794549334574971707e-04,-6.333335263829836803e-01,-1.100000000016891466e+00,-1.400000000000000355e+00,-2.586096851092853366e-01,-1.103008147892001645e-04,-1.407507417927611551e-08,-8.513387772524083501e-13
6.800000000000000488e-03,-9.327428024554035258e-04,-6.333335505107166030e-01,-1.100000000020160407e+00,-1.400000000000000577e+00,-2.664393449895317567e-01,-1.206386644775276810e-04,-1.634494078328607732e-08,-1.049977660372292140e-12
7.000000000000000146e-03,-9.875964781530396051e-04,-6.333335768312390313e-01,-1.100000000023940050e+00,-1.400000000000000799e+00,-2.742683784881809195e-01,-1.316026120594342272e-04,-1.889847264346933379e-08,-1.287056461407587588e-12
